id,label,left_title,left_authors,left_venue,left_year,right_title,right_authors,right_venue,right_year
4382,0,"advanced data processing in krisys : modeling concepts , implementation techniques , and client/server issues","s de§áloch , t h§ærder , n mattos , b mitschang , j thomas",vldb j.,1998,"design and implementation of advanced knowledge processing in the kbms krisys , mj carey , da","j thomas , s de??loch , nm mattos","proc . acm sigmod , exhibits program , san jose , ca , sigmod & hellip ; ,",
4383,0,qcluster : relevance feedback using adaptive clustering for content-based image retrieval,"d kim , c chung",sigmod conference,2003,learning and inferring a semantic space from user 's relevance feedback for image retrieval,"x he , wy ma , o king , m li , hj zhang",,
4384,0,algebraic query optimisation for database programming languages,"a poulovassilis , c small",vldb j.,1996,implementation of logical query languages for databases,jd ullman,"acm transactions on database systems ,",1985
4385,0,a formal perspective on the view selection problem,"r chirkova , a halevy , d suciu",vldb j.,2002,on the complexity of the view-selection problem,"h karloff , m mihail","proceedings of the eighteenth acm sigmod-sigact-sigart & hellip ; ,",1999
4386,0,algorithms for mining distance-based outliers in large datasets,"e knorr , r ng",vldb,1998,an efficient algorithm for mining association rules in large databases,"ase omiecinski , s navathe","i > proc . 21st int &#39; l conf . very large data bases , < / i > morgan & hellip ; ,",
4387,0,deadlock detection in distributed database systems : a new algorithm and a comparative performance analysis,"n krivokapic , a kemper , e gudes",vldb j.,1999,production rules in parallel and distributed database systems,"s ceri , j widom","proceedings of the 18th vldb conference , aug ,",
4388,0,a system for watermarking relational databases,"r agrawal , p haas , j kiernan",sigmod conference,2003,normal forms and relational database opera-mrs,r fagin,"proc . acm sigmod ,",
4389,0,a performance evaluation of oid mapping techniques,"a eickler , c gerlhof , d kossmann",vldb,1995,image thresholding techniques : quantitative performance evaluation,"m sezgin , b sankur","submitted for publication ,",
4390,0,delaunay : a database visualization system,"i cruz , m averbuch , w lucas , m radzyminski , k zhang",sigmod conference,1997,retrospection on a database system,m stonebraker,"acm transactions on database systems ,",1980
4391,0,editor 's notes,m franklin,sigmod record,1999,editors ' notes,"pj gray , tw banta","new directions for higher education ,",
4392,0,the tpr * - tree : an optimized spatio-temporal access method for predictive queries,"y tao , d papadias , j sun",vldb,2003,analysis of predictive spatio-temporal queries,"y tao , j sun , d papadias","acm transactions on database systems ,",2003
4393,0,standards in practice,"a eisenberg , j melton",sigmod record,1998,design metrics in practice,"ba kitchenham , sj linkman","information and software technology ,",1990
4394,0,multi-dimensional database allocation for parallel data warehouses,"t st?hr , h m§ærtens , e rahm",vldb,2000,t2 : a customizable parallel database for multi-dimensional data,"c chang , a acharya , a sussman , j saltz","sigmod record ,",1998
4395,0,describing semistructured data,l cardelli,sigmod record,2001,ozone : integrating structured and semistructured data,"t lahiri , s abiteboul , j widom","lecture notes in computer science ,",2000
4396,0,enabling dynamic content caching for database-driven web sites,"k candan , w li , q luo , w hsiung , d agrawal",sigmod conference,2001,freshness-driven adaptive caching for dynamic content web sites,"ws li , o po , wp hsiung , ks candan , d agrawal","data & knowledge engineering ,",2003
4397,0,an almost-serial protocol for transaction execution in main-memory database systems,"s blott , h korth",vldb,2002,transaction restarts in prolog database systems,"s acharya , gn buckley",,
4398,0,comparing hierarchical data in external memory,s chawathe,vldb,1999,ne xs ort : sorting xml in external memory,"a silberstein , j yang","data engineering , 2004 . proceedings . 20th international",
4399,0,a logical foundation for deductive object-oriented databases,"m liu , g dobbie , t ling",acm trans . database syst .,2002,view definition in an object-oriented database,s monk,"information and software technology ,",
4400,0,rainbow : distributed database system for classroom education and experimental research,"a helal , h li",vldb,2000,an experimental system for distributed classroom education,p oerbaek,"computer networks ,",2000
4401,0,metadata for multimedia documents,"k b?hm , t rakow",sigmod record,1994,interactive multimedia documents,m vazirgiannis,,1999
4402,0,the aditi deductive database system,"j vaghani , k ramamohanarao , d kemp , z somogyi , p stuckey , t leask , j harland",vldb j.,1994,deductive database system,g phippc,"proc acn sigmod on management of data ,",
4403,0,control strategies for complex relational query processing in shared nothing systems,"l brunie , h kosch",sigmod record,1996,wong . distributed queryprocessing in relational databasesystems,"r epstein , e stonebraker","proc . acm sigmod ,",
4404,0,further improvements on integrity constraint checking for stratifiable deductive databases,"s lee , t ling",vldb,1996,integrity constraints checking in deductive databases,vldb.org,"vldb ,",1991
4405,0,watermarking relational databases,"r agrawal , j kiernan",vldb,2002,object systems over relational databases,mk crowe,"information and software technology ,",1993
4406,0,p-grid : a self-organizing structured p2p system,"k aberer , p cudr§ë-mauroux , a datta , z despotovic , m hauswirth , m punceva , r schmidt",sigmod record,2003,p-grid : a self-organizing access structure for p2p-informationsystems,x zhang,,
4407,0,query unnesting in object-oriented databases,l fegaras,sigmod conference,1998,effective clustering of complex objects in object-oriented databases,"rc jia-bing , ar hurson",,
4408,0,a monte carlo algorithm for fast projective clustering,"c procopiuc , m jones , p agarwal , t murali",sigmod conference,2002,approximation algorithms for projective clustering,"pk agarwal , cm procopiuc",,
4409,0,algebraic query optimisation for database programming languages,"a poulovassilis , c small",vldb j.,1996,semantic query optimization in datalog programs,"ay levy , y sagiv",,
4410,0,parallel algorithms for high-dimensional similarity joins for data mining applications,"j shafer , r agrawal",vldb,1997,automatic subspace clustering of high dimensional data mining applications,"r agrawal , j gehrke , d gunopulos , p raghavan","proceedings of acm sigmod international conference on & hellip ; ,",
4411,0,scalable parallel data mining for association rules,"e han , g karypis , v kumar",sigmod conference,1997,sampling large databases for association rules,h toivonen,"vldb ,",1996
4412,0,qc-trees : an efficient summary structure for semantic olap,"l lakshmanan , j pei , y zhao",sigmod conference,2003,the hcc-tree : an efficient index structure for object oriented databases,b sreenath,"vldb ,",1994
4413,0,query rewriting for semistructured data,"y papakonstantinou , v vassalos",sigmod conference,1999,ozone : integrating structured and semistructured data,"t lahiri , s abiteboul , j widom","lecture notes in computer science ,",2000
4414,0,accessing relational databases from the world wide web,"t nguyen , v srinivasan",sigmod conference,1996,the design of relational databases,"h mannila , kj r? $ ih? $",,1992
4415,0,query optimization in compressed database systems,"z chen , j gehrke , f korn",sigmod conference,2001,xquery implementation in a relational database system,"s pal , i cseri , o seeliger , m rys , g schaller , w",submitted for,
4416,0,on-line warehouse view maintenance,"d quass , j widom",sigmod conference,1997,selection and maintenance of views in a data warehouse,h gupta,,1999
4417,0,index configuration in object-oriented databases,e bertino,vldb j.,1994,integrating active concepts into an object-oriented database system .,acms anthology,,
4418,0,storage and retrieval of xml data using relational databases,,,2001,storing and querying ordered xml using a relational database system,i tatarinov,"sigmod conference ,",2002
4419,0,extracting schema from semistructured data,"s nestorov , s abiteboul , r motwani",sigmod conference,1998,mining association rules from semi-structured data,"k maruyama , k uehara","icdcs workshop of knowledge discovery and data mining in the & hellip ; ,",2000
4420,0,approximate query translation across heterogeneous information sources,"k chang , h garcia-molina",vldb,2000,mind your vocabulary : query mapping across heterogeneous information sources ( extended version ),cck chang,,
4421,0,smooth - a distributed multimedia database system,"h kosch , l b?sz?rm§ënyi , a bachlechner , c hanin , c hofbauer , m lang , c riedler , r tusch",vldb,2001,a distributed multiparty desktop conferencing system,"k watabe , s sakata , k maenoa ? |","proc . acm cscw ,",
4422,0,implementation aspects of an object-oriented dbms,"a dogac , m altinel , c ozkan , i durusoy",sigmod record,1995,report on the object-oriented database workshop : implementation aspects ( oopsla '87 workshop ) .,acms anthology,"sigmod record ,",1988
4423,0,information integration : the momis project demonstration,"d beneventano , s bergamaschi , s castano , a corni , r guidetti , g malvezzi , m melchiori , m vincini",vldb,2000,intelligent integration ofinformation,g wiederhold,& hellip ; the acm sigmod international conference on management of,
4424,0,selective information dissemination in p2p networks : problems and solutions,"m koubarakis , c tryfonopoulos , s idreos , y drougas",sigmod record,2003,deductive database languages : problems and solutions,m liu,"acm computing surveys ,",1999
4425,0,"proceedings of the 2002 acm sigmod international conference on management of data , madison , wisconsin , june 3-6 , 2002",,,2002,source international conference on management of data archive,"a tiwary , m franklin","proceedings of the 1998 acm sigmod international conference & hellip ; ,",1998
4426,0,dec data distributor : for data replication and data warehousing,d dietterich,sigmod conference,1994,data replication in a distributed system : a performance study,"sy hwang , kks lee , yh chin","lecture notes in computer science ,",1996
4427,0,the aditi deductive database system,"j vaghani , k ramamohanarao , d kemp , z somogyi , p stuckey , t leask , j harland",vldb j.,1994,"the glue-nail deductive database system : design , implementation , and evaluation","ma derr , s morishita , g phipps","the vldb journal the international journal on very large & hellip ; ,",1994
4428,0,an effective deductive object-oriented database through language integration,"m barja , n paton , a fernandes , m williams , a dinn",vldb,1994,an introduction to deductive database languages and systems,"k ramamohanarao , j harland","the vldb journal the international journal on very large & hellip ; ,",1994
4429,0,database research at the university of oklahoma,"l gruenwald , l brown , r dirckze , s guinepain , c s§ãnchez , b summers , s vanichayobon",sigmod record,1999,database research at columbia university,"sf chang , l gravano , ge kaiser , ka ross , sj stolfo","sigmod record ,",1998
4430,0,advances in databases and information systems ( adbis ),"a caplinskas , j eder , o vasilecas",sigmod record,2002,database challenges in global information systems .,"d konopnicki , o shmueli","proc . of the 21st int . conf . on very large databases , vldb ,",
4431,0,unisql/x unified relational and object-oriented database system,w kim,sigmod conference,1994,x-ray-towards integrating xml and relational database systems,"g kappel , e kapsammer , s rausch-schott , w","lecture notes in computer science ,",2000
4432,0,query processing in tertiary memory databases,s sarawagi,vldb,1995,query processing in a distributed data base system,"r epstein , m stonebraker , e wong","proc . acm sigmod conf . on management of data , austin , tex. , & hellip ; ,",
4433,0,a raster approximation for processing of spatial joins,"g zimbrao , j souza",vldb,1998,andb . seeger . multistep processing of spatial joins,"t brinkhoff , hp kriegel , r schneider",proc . of acm,
4434,0,fast algorithms for mining association rules in large databases,"r agrawal , r srikant",vldb,1994,charm : an efficient algorithm for closed association rule mining,"mj zaki , cj hsiao",,
4435,0,supporting top-k join queries in relational databases,"i ilyas , w aref , a elmagarmid",vldb,2003,ranksql : supporting ranking queries in relational database management systems,"c li , ma soliman , kcc chang , if ilyas","vldb , demonstration ,",2005
4436,0,re-tree : an efficient index structure for regular expressions,"c chan , m garofalakis , r rastogi",vldb j.,2003,the x-tree : an index structure for high-dimensional data,"s bertchold , da keim , hp kriegel","proceedings of the 22nd international conference on very & hellip ; ,",
4437,0,answering queries using views : a survey,a halevy,vldb j.,2001,genesereth . answering recursive queries using views,mr duschka,"proc of the 16th acm sigact sigmod sigart symp on principles & hellip ; ,",
4438,0,xquec : pushing queries to compressed xml data,"a arion , a bonifati , g costa , s d'aguanno , i manolescu , a pugliese",vldb,2003,path queries on compressed xml,d battre,,
4439,0,an ultra highly available dbms,"s hvasshovd , s bratsberg , §Ú torbj?rnsen",vldb,2000,designing an ultra highly available dbms ( tutorial session ),"se bratsberg , ? ? torbj? ? rnsen","acm sigmod record ,",2000
4440,0,editor 's notes,l liu,sigmod record,2002,editor 's notes,te cyrs,"new directions for teaching and learning ,",
4441,0,xml-based information mediation with mix,"c baru , a gupta , b lud§æscher , r marciano , y papakonstantinou , p velikhov , v chu",sigmod conference,1999,mediators over taxonomy-based information sources,"y tzitzikas , n spyratos , p constantopoulos","the vldb journal the international journal on very large & hellip ; ,",2005
4442,0,managing intervals efficiently in object-relational databases,"h kriegel , m p?tke , t seidl",vldb,2000,dynamic query interpretation in relational databases,"ad ` atri , p di felice , m moscarini","proceedings of the sixth acm sigact-sigmod-sigart symposium & hellip ; ,",1987
4443,0,fast algorithms for mining association rules in large databases,"r agrawal , r srikant",vldb,1994,fast algorithm to find frequent item . sets for mining of association rules,"xp du , k kaneko , a makinouchi","proc . int conf info society in the 21st century : emerging & hellip ; ,",
4444,0,progressive approximate aggregate queries with a multi-resolution tree structure,"i lazaridis , s mehrotra",sigmod conference,2001,progressive evaluation of nested aggregate queries,"kl tan , ch goh , bc ooi","the vldb journal the international journal on very large & hellip ; ,",2000
4445,0,query processing in tertiary memory databases,s sarawagi,vldb,1995,query processing in the information manifold,"a levy , a rajaraman , j ordille","proc . vldb conference ,",1996
4446,0,an annotated bibliography of benchmarks for object databases,a chaudhri,sigmod record,1995,an annotated bibliography on active databases ( short version ),"u jaeger , jc freytag","sigmod-record ,",1995
4447,0,an introduction to deductive database languages and systems,"k ramamohanarao , j harland",vldb j.,1994,"i19801.a ?? an introduction to the unified database language , a ??",cj date,"proc . acm intl. conf very large data bases ,",
4448,1,of objects and databases : a decade of turmoil,"m carey , d dewitt",vldb,1996,of objects and databases : a decade of turmoil . 22nd vldb conf,"mj carey , dj dewitt","bombay , india ,",
4449,0,open gis and on-line environmental libraries,k gardels,sigmod record,1997,"on-line environmental libraries , by kenn gardels , university of california",gis open,"center for environmental design research ,",
4450,0,advances in databases and information systems ( adbis ),"a caplinskas , j eder , o vasilecas",sigmod record,2002,information retrieval in databases,b aditya,"b. tech . project , iit-bombay ,",
4451,0,editor 's notes,l liu,sigmod record,2003,editor 's notes,sb merriam,"new directions for adult and continuing education ,",
4452,0,an introduction to spatial database systems,r g?ting,vldb j.,1994,an introduction to algol 68,hj bowlden,"history of programming languages ,",1993
4453,1,realm-based spatial data types : the rose algebra,"r g?ting , m schneider",vldb j.,1995,"realm-based spatial data types : the rose algebra . fernuniversit? $ t hagen , informatik-report 141 ,","rh g? 1/4 ting , m schneider",vldb,
4454,0,cure : an efficient clustering algorithm for large databases,"s guha , r rastogi , k shim",sigmod conference,1998,squeezer : an efficient algorithm for clustering categorical data,"h zengyou , x xiaofei , d shengchun","journal of computer science and technology ,",2002
4455,1,exploiting main memory dbms features to improve real-time concurrency control protocols,"§Ø ulusoy , a buchmann",sigmod record,1996,exploiting main memory dbms features to improve real-time concurrency control protocols,"o ulusoy , a buchmann","sigmod record ,",1996
4456,1,shoring up persistent applications,"m carey , d dewitt , m franklin , n hall , m mcauliffe , j naughton , d schuh , m solomon , c tan , o tsatalos , s white , m zwilling",sigmod conference,1994,", dt solomon , mh tan , ck tsatalos , og white , sj zwilling , mj : shoring up persistent applications","mj carey , dj dewitt , mj franklin","sigmod ( siehe sig94 ] ) , s.",
4457,0,fast algorithms for mining association rules in large databases,"r agrawal , r srikant",vldb,1994,efficient mining of association rules in large dynamic databases,"e omiecinski , a savasere",,
4458,0,accessing a relational database through an object-oriented database interface,"j orenstein , d kamber",vldb,1995,integration of external object services into deductive object-oriented database,u kulkarni,,2000
4459,0,phrase matching in xml,"s amer-yahia , m fernandez , d srivastava , y xu",vldb,2003,a system for phrase matching in xml,"s amer-yahia , m fernandez , d srivastava , yx pix","proceedings of the ieee international conference on data & hellip ; ,",
4460,0,revisiting commit processing in distributed database systems,"r gupta , j haritsa , k ramamritham",sigmod conference,1997,locating data sources in large distributed systems,"l galanis , y wang , sr jeffery , dj dewitt","vldb ,",2003
4461,0,index-driven similarity search in metric spaces,"g hjaltason , h samet",acm trans . database syst .,2003,indexing large metric spaces for similarity search queries association for computing machinery,"t bozkaya , m ozsoyoglu","transactions on database system ,",
4462,0,mpeg-7 and multimedia database systems,h kosch,sigmod record,2002,view management in multimedia databases,"ks candan , e lemar , vs subrahmanian","the vldb journal the international journal on very large & hellip ; ,",2000
4463,0,temporal database system implementations,m b?hlen,sigmod record,1995,standardization and database systems,eh sibley,"vldb ,",
4464,0,schemasql - a language for interoperability in relational multi-database systems,"l lakshmanan , f sadri , i subramanian",vldb,1996,nd-sql : a multi-dimensional language for interoperability and olap . 134-145,"f gingras , lvs lakshmanan",electronic,
4465,0,the ccube constraint object-oriented database system,"a brodsky , v segal , j chen , p exarkhopoulo",sigmod conference,1999,"a shared , segmented memory system for an object-oriented database","mf hornick , sb zdonik","acm transactions on information systems ( tois ) ,",1987
4466,0,the cougar approach to in-network query processing in sensor networks,"y yao , j gehrke",sigmod record,2002,query processing in spatial network databases,"d papadias , j zhang , n mamoulis , y tao","vldb ,",2003
4467,0,vqbd : exploring semistructured data,"s chawathe , t baby , j yeo",sigmod conference,2001,query optimization for semistructured data,"j mchugh , j widom","proc . vldb ,",1999
4468,0,similarity query processing using disk arrays,"a papadopoulos , y manolopoulos",sigmod conference,1998,sequence query processing proc,"p sheshadri , m livny , r ramakrishnan","acm sigmod conf ,",
4469,0,cost-based selection of path expression processing algorithms in object-oriented databases,"g gardarin , j gruser , z tang",vldb,1996,querying object-oriented databases,m kifer,,
4470,0,the incinerate data model,h jagadish,acm trans . database syst .,1995,a close at the ifo data model,ms hanna,"sigmod record ,",
4471,0,editor 's notes,l liu,sigmod record,2002,editor 's notes,l sechrest,"new directions for program evaluation ,",1993
4472,0,view management in multimedia databases,"k candan , e lemar , v subrahmanian",vldb j.,2000,an object-oriented approach to multimedia databases,"d woelk , w kim",,
4473,0,automatic subspace clustering of high dimensional data for data mining applications,"r agrawal , j gehrke , d gunopulos , p raghavan",sigmod conference,1998,a framework for projected clustering of high dimensional data streams,c aggarwal,"proceedings of the international conference on very large & hellip ; ,",2004
4474,0,accessing a relational database through an object-oriented database interface,"j orenstein , d kamber",vldb,1995,accessing relational databases form the world wide web,"t nguyen , v srinivasan","proc . acm sigmod conf . on the management of data , montreal , & hellip ; ,",
4475,1,electronic market : the roadmap for university libraries and members to survive in the information jungle,"m christoffel , s pulkowski , b schmitt , p lockemann",sigmod record,1998,electronic market : the roadmap for university libraries and members to survive in the information,"m christoel , s pulkowski , b schmitt , pc lockemann","sigmod record ( acm special interest group on management of & hellip ; ,",1998
4476,0,sampling large databases for association rules,h toivonen,vldb,1996,mining quantitative association rules in large relational tables,"r agrawal , r srikant",,1996
4477,0,index configuration in object-oriented databases,e bertino,vldb j.,1994,a. ( 1993 ) : model of methods access authorization in object-oriented databases,"eb fernandez , mm larrondo-petrie , e gudes","proc . of the 19th vldb conference ,",
4478,1,composing xsl transformations with xml publishing views,"c li , p bohannon , h korth , p narayan",sigmod conference,2003,composing xsl transformations with xml publishing views,"c li , p bohannon , hf korth , pps narayan","sigmod conference ,",2003
4479,0,building knowledge base management systems,"j mylopoulos , v chaudhri , d plexousakis , a shrufi , t topaloglou",vldb j.,1996,buffer management in relational database systems,"gm sacco , m schkolnick","acm transactions on database systems ,",1986
4480,0,query flocks : a generalization of association-rule mining,"s tsur , j ullman , s abiteboul , c clifton , r motwani , s nestorov , a rosenthal",sigmod conference,1998,mining generalized association rules,"r agrawal , r srikant","proceedings of the 1995 international conference of very & hellip ; ,",
4481,0,a foundation for multi-dimensional databases,"m gyssens , l lakshmanan",vldb,1997,materialization view selection in a multidimensional database,"e baralis , s paraboschi , e teniente",proceedings of the 23rd vldb,
4482,0,converting relational to object-oriented databases,j fong,sigmod record,1997,concurrency control and object-oriented databases,"ah skarra , sb zdonik","acm press frontier series ,",1989
4483,0,adaptive parallel aggregation algorithms,"a shatdal , j naughton",sigmod conference,1995,resumption algorithms,"wj labio , jl wiener , h garcia-molina , v gorelik","technical report , stanford university , 1998 . available at http : /",
4484,0,an efficient algorithm for mining association rules in large databases,"a savasere , e omiecinski , s navathe",vldb,1995,algorithms for mining association rules in bag databases,"py hsu , yl chen , cc ling","information sciencesa ?? informatics and computer science : an & hellip ; ,",2004
4485,0,sampling large databases for association rules,h toivonen,vldb,1996,mining association rules in hypertext databases,"j borges , m levene","rn ,",1999
4486,1,sideway value algebra for object-relational databases,"g §Øzsoyoglu , a al-hamdani , i alting?vde , s §Øzel , §Ø ulusoy , z §Øzsoyoglu",vldb,2002,sideway value algebra for object-relational databases,"g ??zsoyo? ¡ì lu , a al-hamdani , is alting? ? vde , sa","proceedings of the 28th international conference on very & hellip ; ,",
4487,0,secure buffering in firm real-time database systems,"b george , j haritsa",vldb,1998,"a study of concurrency control in real-time , active database systems","a datta , sh son","ieee transactions on knowledge and data engineering ,",2002
4488,0,temporal conditions and integrity constraints in active database systems,"a sistla , o wolfson",sigmod conference,1995,transactions and integrity constraints,"s abiteboul , v vianu","proceedings of the fourth acm sigact-sigmod symposium on & hellip ; ,",1985
4489,0,tavant system architecture for sell-side channel management,"s narayanan , s subramanian",vldb,2001,an adaptive data-shipping architecture for client caching data management systems,"k voruganti , mt ??zsu , r unrau","distributed and parallel databases ,",2004
4490,0,the araneus web-base management system,"g mecca , p atzeni , a masci , p merialdo , g sindoni",sigmod conference,1998,relational data-base management systems,dd chamberlin,"acm computing surveys ( csur ) ,",1976
4491,0,the trigs active object-oriented database system - an overview,"g kappel , w retschitzegger",sigmod record,1998,the ccube constraint object-oriented database,"a brodsky , ve segal , j chen , pa exarkhopoulo",proc . acm sigmod conf . on management of,
4492,0,sigmod ' 2000 program chair 's message,,,2000,sigcas chair 's message,cd martin,"computers and society ,",
4493,0,evaluating top-k selection queries,"s chaudhuri , l gravano",vldb,1999,evaluating top-k queries over web-accessible databases,"a marian , n bruno , l gravano","acm transactions on database systems ,",2004
4494,0,extraction of object-oriented structures from existing relational databases,"s ramanathan , j hodges",sigmod record,1997,research directions in object-oriented databases,w kim,"proc . of the 9th acm sigact-sigmod-sigart symposium on & hellip ; ,",
4495,0,databases and visualization,d keim,sigmod conference,1996,data and databases,"c databases , d warehouses , ae technology , ip",,
4496,0,locating data sources in large distributed systems,"l galanis , y wang , s jeffery , d dewitt",vldb,2003,load balancing in a locally distributed db system,"mj carey , h lu","proceedings of the 1986 acm sigmod international conference & hellip ; ,",1986
4497,0,naos - efficient and modular reactive capabilities in an object-oriented database system,"c collet , t coupaye , t svensen",vldb,1994,design and implementation of rock & roll : a deductive object-oriented database system,"ml barja , aaa fernandes , nw paton , mh williams",,
4498,1,the onion technique : indexing for linear optimization queries,"y chang , l bergman , v castelli , c li , m lo , j smith",sigmod conference,2000,the onion technique : indexing for linear optimization queries,"yc chang , l bergman , v castelli , cs li , ml lo , jr","sigmod conference ,",2000
4499,1,"research and practice in federated information systems , report of the efis ' 2000 international workshop",,,2000,research and practice in federated information systems,"mr ii , gj houben , rd kutsche , k subieta , b rieger","sigmod record ,",2000
4500,0,fast algorithms for mining association rules in large databases,"r agrawal , r srikant",vldb,1994,mining association rules between sets of items in large databases,"rat imielinski , a swami",,
4501,0,extracting structured data from web pages,"a arasu , h garcia-molina",sigmod conference,2003,extraction of object-oriented structures from existing relational databases,"s ramanathan , j hodges","sigmod record ,",1997
4502,0,concurrent garbage collection in o2,"m skubiszewski , p valduriez",vldb,1997,compact garbage collection tables,d tarditi,,
4503,0,exploiting constraint-like data characterizations in query optimization,"p godfrey , j gryz , c zuzarte",sigmod conference,2001,exploiting statistics on query expressions for optimization,"n bruno , s chaudhuri","sigmod conference ,",2002
4504,1,mocha : a self-extensible database middleware system for distributed data sources,"m rodriguez-martinez , n roussopoulos",sigmod conference,2000,mocha : a self-extensible middleware system for distributed data sources,"m rodr? ¡À guez-mart? ¡À nez , n roussopoulos",proc . acmsigmod,
4505,0,knowledge discovery in data warehouses,t palpanas,sigmod record,2000,trends in data mining and knowledge discovery,"kj cios , l kurgan",,
4506,0,reminiscences on influential papers,,,2002,influential papers,k ross,"acm sigmod record ,",2002
4507,0,knowledge discovery in data warehouses,t palpanas,sigmod record,2000,materialized views in data warehouses,dw quass,,1998
4508,0,multiway spatial joins,"n mamoulis , d papadias",acm trans . database syst .,2001,multi-step processing of spatial joins,"t brinkhoff , hp kriegel , r schneider , b seeger",,
4509,0,garbage collection in object-oriented databases using transactional cyclic reference counting,"p roy , s seshadri , a silberschatz , s sudarshan , s ashwin",vldb j.,1998,schema evolution in object-oriented databases systems using class versionning,"s monk , i sommerville","acm sigmod record ,",
4510,0,temporal conditions and integrity constraints in active database systems,"a sistla , o wolfson",sigmod conference,1995,integrity constraint in deductive databases,"ra kowalski , f sadri , p soper","proceedings of the 13th vldb conference , brighton",
4511,0,large databases for remote sensing and gis,a dasgupta,vldb,1996,databases for gis,"cb medeiros , f pires","sigmod record ,",1994
4512,0,cure : an efficient clustering algorithm for large databases,"s guha , r rastogi , k shim",sigmod conference,1998,fast algorithms for mining association rules in large databases,"ra as941 , r srikant","proceedings of international conference on very large & hellip ; ,",
4513,0,a scalable algorithm for answering queries using views,"r pottinger , a levy",vldb,2000,answering queries using views,m vines,"vldb journal ,",2001
4514,0,watermarking relational databases,"r agrawal , j kiernan",vldb,2002,updating relational databases through weak instance interfaces,"p atzeni , r torlone","acm transactions on database systems ,",1992
4515,1,optimization of constrained frequent set queries with 2-variable constraints,"l lakshmanan , r ng , j han , a pang",sigmod conference,1999,optimization of constrained frequent set queries with 2-variable constraints,"lvs laksmanan , rt ng , j han , a pang","proc . acm sigmod ( philadelphia , pennsylvania ,",
4516,0,adaptable query optimization and evaluation in temporal middleware,"g slivinskas , c jensen , r snodgrass",sigmod conference,2001,optimization and evaluation of array queries,"r ritsch , p baumann","submitted for publication ,",
4517,0,efficiently instantiating view-objects from remote relational databases,"b lee , g wiederhold",vldb j.,1994,converting relational to object-oriented databases,j fong,"sigmod record ,",1997
4518,0,sybase replication server,"a gorelik , y wang , m deppe",sigmod conference,1994,replication server : a component of sybase system 10,"n monserrat , t palanca , m deppe , b hartman","technical document , sybase inc. , april ,",
4519,0,expiring data in a warehouse,"h garcia-molina , w labio , j yang",vldb,1998,lineage tracing in a data warehousing system,"d proposal , y cui , j widom",,
4520,0,editor 's notes,m franklin,sigmod record,1998,editor 's notes,rh silkman,"new directions for program evaluation ,",
4521,0,locally adaptive dimensionality reduction for indexing large time series databases,"k chakrabarti , e keogh , s mehrotra , m pazzani",acm trans . database syst .,2002,dimensionalityreduction for similarity searching in dynamic databases,"a singh , d agrawal , kvr kanth",acm,
4522,0,hippocratic databases,"r agrawal , j kiernan , r srikant , y xu",vldb,2002,time and databases,"g ariav , j clifford , m jarke","sigmod conference ,",
4523,0,research issues in databases for arcs : active rapidly changing data systems,a datta,sigmod record,1994,research issues in database specification,ml brodie,"sigmod record ,",1983
4524,0,information rules,d stirling,sigmod record,2003,information rules harvard business school press,"c shapiro , hr varian","boston ,",
4525,0,calls for papers and announcements,,sigmod record,1995,i. announcements,"ii business , iiip items",,2002
4526,0,unisql/x unified relational and object-oriented database system,w kim,sigmod conference,1994,"olap , relational , and multidimensional database systems",g colliat,"sigmod record ,",1996
4527,0,query rewriting for semistructured data,"y papakonstantinou , v vassalos",sigmod conference,1999,storing semistructured data with stored,admfd suciu,"proc of the acm sigmod international conference on & hellip ; ,",1999
4528,0,challenges for global information systems,"a levy , a silberschatz , d srivastava , m zemankova",vldb,1994,tension and information systems,r veryard,"information and software technology ,",1987
4529,0,free parallel data mining,"b li , d shasha",sigmod conference,1998,sprint : a scalable parallel classifier for data mining,"j shafer , r agrawal , m mehta","vldb ,",1996
4530,0,understanding the semantics of sensor data,m mani,sigmod record,2003,on the semantics of,"j clifford , c dyreson , t isakowitz , cs jensen , r","nowa ?? in databases , a ?? acm transactions on database systems ,",
4531,0,declarative updates of relational databases,w chen,acm trans . database syst .,1995,relational database operators,"r fagin , n forms","proc . acm sigmod conf . management of data ,",
4532,0,formal semantics and analysis of object queries,g bierman,sigmod conference,2003,formal semantics of sql queries,"m negri , g pelagatti , l sbattella","acm transactions on database systems ,",1991
4533,0,relational data sharing in peer-based data management systems,"b ooi , y shu , k tan",sigmod record,2003,performance analysis of a relational data base management system,"p hawthorn , m stonebraker",proceedings of the 1979 acm sigmod international conference,
4534,1,metadata for mixed-media access,"f chen , m hearst , j kupiec , j pedersen , l wilcox",sigmod record,1994,meta-data for mixed-media access,"f chen , m hearst , j kupiec , j pedersen , l wilcox","sigmod record ,",1994
4535,0,iterative dynamic programming : a new class of query optimization algorithms,"d kossmann , k stocker",acm trans . database syst .,2000,sql query optimization : reordering for a general class of queries,"p goel , b iyer","sigmod conference ,",1996
4536,1,solving satisfiability and implication problems in database systems,"s guo , w sun , m weiss",acm trans . database syst .,1996,solving satisfiability problems in database systems,"s guo , w sun , ma weiss","acm transactions on database systems ,",
4537,0,qbi : query by icons,"a massari , s pavani , l saladini , p chrysanthis",sigmod conference,1995,qbi : query by icons .,"acms anthology , p edition",,
